"tod","state1","state2","state3","lci1","lci2","lci3","uci1","uci2","uci3","group"
210,0.222456780821743,0.554762695288281,0.222780523889977,0.11655846833354,0.443981876957533,0.1298627923132,0.372713547286542,0.635968567446224,0.342212840662413,2
211,0.222176772820847,0.555041342651969,0.222781884527185,0.116371169306877,0.444194027368953,0.129845888420308,0.372266607890501,0.636227746475367,0.342199602193236,2
212,0.221893081418538,0.555323505582137,0.222783412999326,0.116181966588003,0.444409181653703,0.129828926598735,0.371814695925246,0.636489691487497,0.342185906239753,2
213,0.221605721584686,0.555609174787514,0.2227851036278,0.115990872142468,0.444627334527628,0.129811903717698,0.37135782597415,0.636754392376267,0.342171745369014,2
214,0.221314708482541,0.555898340853573,0.222786950663887,0.115789412246053,0.444848480653333,0.12979481660783,0.370896012801689,0.6370218388978,0.342157112104041,2
215,0.221020057468052,0.556190994242408,0.222788948289541,0.11558287452542,0.445072614639979,0.12977766206178,0.370429271354404,0.637292020671259,0.342141998925156,2
216,0.220721784089177,0.556487125292627,0.222791090618196,0.115374494107324,0.445299731043068,0.129760436834809,0.369957616761863,0.637564927179427,0.342126398271338,2
217,0.220419904085177,0.556786724219248,0.222793371695576,0.11516428463991,0.445529824364231,0.129743137645409,0.369481064337611,0.637840547769291,0.342110302541573,2
218,0.220114433385886,0.557089781113592,0.222795785500523,0.114952259868428,0.445762889051015,0.129725761175915,0.368999629580116,0.638118871652648,0.342093704096219,2
219,0.219805388110979,0.557396285943193,0.222798325945828,0.114738433633791,0.445998919496658,0.129708304073129,0.368513328173712,0.638399887906728,0.342076595258383,2
220,0.219492784569206,0.557706228551715,0.22280098687908,0.114522819871102,0.44623791003987,0.129690762948953,0.368022175989534,0.638683585474828,0.342058968315298,2
221,0.219176639257619,0.558019598658862,0.22280376208352,0.114305432608196,0.446479854964613,0.129673134381025,0.367526189086441,0.638969953166965,0.342040815519714,2
222,0.218856968860784,0.558336385860312,0.222806645278905,0.114086285964143,0.446724748499867,0.12965541491336,0.367025383711939,0.639258979660542,0.342022129091294,2
223,0.218533790249963,0.55865657962765,0.222809630122388,0.113865394147772,0.446972584819408,0.129637601057001,0.366519776303084,0.639550653501025,0.342002901218019,2
224,0.218207120482294,0.558980169308304,0.222812710209402,0.113642771456168,0.447223358041576,0.129619689290678,0.36600938348739,0.639844963102648,0.341983124057598,2
225,0.21787697679994,0.559307144125503,0.222815879074558,0.113418432273155,0.447477062229041,0.12960167606147,0.365494222083711,0.640141896749115,0.341962789738888,2
226,0.217543376629223,0.55963749317823,0.222819130192548,0.113192391067788,0.447733691388572,0.129583557785465,0.364974309103125,0.640441442594336,0.34194189036332,2
227,0.217206337579749,0.559971205441186,0.222822456979066,0.112964662392824,0.447993239470801,0.129565330848448,0.364449661749797,0.640743588663166,0.341920418006326,2
228,0.216865877443497,0.56030826976477,0.222825852791734,0.112735260883182,0.448255700369984,0.129546991606571,0.363920297421837,0.641048322852163,0.341898364718781,2
229,0.216522014193903,0.560648674875061,0.222829310931037,0.112504201254412,0.448521067923766,0.129528536387047,0.363386233712141,0.64135563293036,0.341875722528446,2
230,0.216174765984922,0.56099240937381,0.222832824641269,0.112271498301124,0.448789335912943,0.129509961488831,0.362847488409215,0.641665506540058,0.341852483441413,2
231,0.215824151150063,0.561339461738446,0.222836387111491,0.112037166895448,0.449060498061216,0.129491263183335,0.362304079497994,0.641977931197628,0.341828639443568,2
232,0.215470188201416,0.561689820322086,0.222839991476498,0.111801221985454,0.449334548034959,0.129472437715117,0.361756025160639,0.642292894294331,0.341804182502044,2
233,0.21511289582865,0.562043473353559,0.222843630817792,0.111563678593587,0.44961147944297,0.129453481302595,0.361203343777316,0.64261038309715,0.341779104566688,2
234,0.214752292897994,0.562400408937441,0.222847298164566,0.111324551815071,0.449891285836233,0.129434390138764,0.360646053926969,0.642930384749647,0.341753397571531,2
235,0.214388398451199,0.562760615054097,0.222850986494704,0.111083856816336,0.450173960707677,0.129415160391913,0.36008417438806,0.643252886272823,0.341727053436264,2
236,0.214021231704482,0.563124079559737,0.222854688735781,0.110841608833411,0.45045949749193,0.129395788206352,0.359705755468133,0.643577874566003,0.341700064067711,2
237,0.213650812047439,0.563490790186484,0.222858397766077,0.110597823170327,0.450747889565079,0.129376269703141,0.359351912182843,0.64390533640773,0.341672421361314,2
238,0.213277159041952,0.563860734542448,0.222862106415601,0.110352515197499,0.451039130244428,0.129356600980827,0.358993195612977,0.644235258456679,0.34164411720262,2
239,0.212900292421061,0.564233900111819,0.222865807467121,0.110105700350123,0.451333212788257,0.129336778116182,0.358629616696512,0.644567627252584,0.341615143468767,2
240,0.212520232087828,0.564610274254968,0.222869493657205,0.109857394126544,0.451630130395575,0.12931679716495,0.358261186548385,0.644902429217178,0.341585492029976,2
241,0.212136998114167,0.564989844208559,0.222873157677275,0.109607612086636,0.451929876205888,0.1292966541626,0.357887916461407,0.645239650655155,0.341555154751049,2
242,0.211750610739664,0.56537259708568,0.222876792174657,0.109356369850161,0.45223244329895,0.129276345125072,0.357509817907168,0.645579277755139,0.341524123492862,2
243,0.211361090370368,0.565758519875974,0.222880389753659,0.109103683095138,0.452537824694531,0.129255866049544,0.357126902536943,0.645921296590675,0.341492390113864,2
244,0.210968457577561,0.566147599445802,0.222883942976638,0.1088495675562,0.452953028373051,0.129235212915195,0.356739182182602,0.646265693121232,0.341459946471582,2
245,0.210572733096513,0.566539822538398,0.22288744436509,0.108594039022939,0.453583798891578,0.129214381683964,0.356346668857503,0.646612453193218,0.341426784424122,2
246,0.210173937825204,0.566935175774055,0.222890886400742,0.108337113338255,0.454219487351375,0.129193368301336,0.355949374757399,0.646961562541016,0.34139289583167,2
247,0.209772092823034,0.567333645650316,0.22289426152665,0.108078806396705,0.454860084250643,0.129172168697105,0.355547312261321,0.647313006788035,0.341358272558003,2
248,0.209367219309507,0.567735218542178,0.222897562148316,0.107819134142835,0.455505579912824,0.129150778786162,0.355140493932476,0.647666771447762,0.341322906471989,2
249,0.208959338662889,0.568139880702316,0.222900780634796,0.107558112569519,0.456155964483942,0.129129194469275,0.354728932519126,0.648022841924859,0.341286789449099,2
250,0.208548472418849,0.568547618261319,0.222903909319834,0.107295757716287,0.456811227929954,0.129107411633879,0.354312640955466,0.648381203516233,0.341249913372906,2
251,0.208134642269076,0.568958417227935,0.222906940502989,0.107032085667652,0.457471360034109,0.129085426154859,0.353818560046278,0.648741841412162,0.3412122701366,2
252,0.207717870059876,0.569372263489342,0.222909866450783,0.106767112551438,0.458136350394314,0.129093908748651,0.353257226276791,0.649104740697402,0.341173851644489,2
253,0.207298177790734,0.569789142811425,0.222912679397842,0.1065008545371,0.458806188420516,0.129154677320898,0.352691290212641,0.649469886352334,0.341134649813505,2
254,0.206875587612876,0.57020904083907,0.222915371548056,0.106233327834041,0.459480863332092,0.129215908847233,0.352120770583437,0.649837263254107,0.341094656574706,2
255,0.206450121827781,0.570631943096476,0.222917935075744,0.105964548689934,0.460160364155251,0.129277596858737,0.351545686342272,0.650206856177808,0.341053863874787,2
256,0.206021802885698,0.571057834987483,0.222920362126819,0.105694533389027,0.460844679720453,0.129339734837714,0.350966056666635,0.650578649797634,0.34101226367757,2
257,0.205590653384113,0.571486701795914,0.222922644819974,0.105423298250465,0.46153379865984,0.129402316218046,0.350381900959296,0.650952628688093,0.340969847965514,2
258,0.205156696066217,0.57191852868593,0.222924775247855,0.105150859626599,0.462227709404686,0.129465334385542,0.349793238849156,0.651328777325203,0.340926608741206,2
259,0.204719953819333,0.572353300702407,0.222926745478261,0.104877233901287,0.462926400182857,0.129528782678312,0.349200090192079,0.65170633671422,0.340882538028856,2
260,0.204280449673334,0.572791002771329,0.222928547555338,0.104602437488215,0.463629859016298,0.129592654387138,0.348599452338177,0.652085845644114,0.340837627875794,2
261,0.203838206799024,0.573231619700195,0.222930173500783,0.104326486829198,0.46433807371853,0.129656942755857,0.347993499749106,0.652467478457803,0.340791870353954,2
262,0.20339324850651,0.573675136178439,0.222931615315052,0.104049398392485,0.465051031892175,0.129721640981754,0.347383105656897,0.652851219291647,0.340745257561361,2
263,0.20294559824354,0.574121536777879,0.222932864978582,0.103771188671072,0.465768720926495,0.129786742215963,0.346768291050721,0.653237052189242,0.340697781623613,2
